id,title,category,nutrition,ayurveda,notes,content
boiled-yellow-peas-(उबली-पीली-मटर),Boiled Yellow Peas (उबली पीली मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '132.0', 'protein': '7.0', 'carbs': '20.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling (शीत)', 'guna': 'Light (लघु)', 'vipaka': 'Sweet (मधुर)', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Easy to digest.,"Boiled Yellow Peas (उबली पीली मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 132.0
- Protein: 7.0
- Carbohydrates: 20.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling (शीत)
- Guna (Quality): Light (लघु)
- Vipaka (Post-digestive Effect): Sweet (मधुर)
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Easy to digest."
dry-brown-beans-(सूखे-ब्राउन-बीन्स),Dry Brown Beans (सूखे ब्राउन बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '339.0', 'protein': '22.0', 'carbs': '62.0', 'fats': '1.1'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating (उष्ण)', 'guna': 'Heavy', 'vipaka': 'Pungent', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Good protein source.,"Dry Brown Beans (सूखे ब्राउन बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 339.0
- Protein: 22.0
- Carbohydrates: 62.0
- Fats: 1.1

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating (उष्ण)
- Guna (Quality): Heavy
- Vipaka (Post-digestive Effect): Pungent
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Good protein source."
boiled-brown-beans-(उबले-ब्राउन-बीन्स),Boiled Brown Beans (उबले ब्राउन बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '138.0', 'protein': '8.0', 'carbs': '23.0', 'fats': '0.4'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Heating', 'guna': 'Light', 'vipaka': 'Pungent', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Easy digestibility.,"Boiled Brown Beans (उबले ब्राउन बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 138.0
- Protein: 8.0
- Carbohydrates: 23.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Heating
- Guna (Quality): Light
- Vipaka (Post-digestive Effect): Pungent
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Easy digestibility."
dry-pink-beans-(सूखे-गुलाबी-बीन्स),Dry Pink Beans (सूखे गुलाबी बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '345.0', 'protein': '23.5', 'carbs': '60.0', 'fats': '1.2'}","{'rasa': 'Astringent (कषाय)', 'virya': 'Cooling', 'guna': 'Heavy', 'vipaka': 'Sweet', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",Rich color beans.,"Dry Pink Beans (सूखे गुलाबी बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 345.0
- Protein: 23.5
- Carbohydrates: 60.0
- Fats: 1.2

Ayurvedic Properties:
- Rasa (Taste): Astringent (कषाय)
- Virya (Potency): Cooling
- Guna (Quality): Heavy
- Vipaka (Post-digestive Effect): Sweet
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: Rich color beans."
boiled-pink-beans-(उबले-गुलाबी-बीन्स),Boiled Pink Beans (उबले गुलाबी बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '140.0', 'protein': '8.4', 'carbs': '23.0', 'fats': '0.5'}","{'rasa': 'Astringent', 'virya': 'Cooling', 'guna': 'Light', 'vipaka': 'Sweet', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↑'}",Good for soups.,"Boiled Pink Beans (उबले गुलाबी बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 140.0
- Protein: 8.4
- Carbohydrates: 23.0
- Fats: 0.5

Ayurvedic Properties:
- Rasa (Taste): Astringent
- Virya (Potency): Cooling
- Guna (Quality): Light
- Vipaka (Post-digestive Effect): Sweet
- Dosha Effects: Vata↓ Pitta↓ Kapha↑

Notes: Good for soups."
dry-speckled-beans-(सूखे-स्पेकल्ड-बीन्स),Dry Speckled Beans (सूखे स्पेकल्ड बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '342.0', 'protein': '22.0', 'carbs': '61.0', 'fats': '1.0'}","{'rasa': 'Astringent', 'virya': 'Heating', 'guna': 'Heavy', 'vipaka': 'Pungent', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}","Colorful, nutritious.","Dry Speckled Beans (सूखे स्पेकल्ड बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 342.0
- Protein: 22.0
- Carbohydrates: 61.0
- Fats: 1.0

Ayurvedic Properties:
- Rasa (Taste): Astringent
- Virya (Potency): Heating
- Guna (Quality): Heavy
- Vipaka (Post-digestive Effect): Pungent
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Colorful, nutritious."
boiled-speckled-beans-(उबले-स्पेकल्ड-बीन्स),Boiled Speckled Beans (उबले स्पेकल्ड बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '137.0', 'protein': '7.8', 'carbs': '22.0', 'fats': '0.3'}","{'rasa': 'Astringent', 'virya': 'Heating', 'guna': 'Light', 'vipaka': 'Pungent', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Soft texture.,"Boiled Speckled Beans (उबले स्पेकल्ड बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 137.0
- Protein: 7.8
- Carbohydrates: 22.0
- Fats: 0.3

Ayurvedic Properties:
- Rasa (Taste): Astringent
- Virya (Potency): Heating
- Guna (Quality): Light
- Vipaka (Post-digestive Effect): Pungent
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Soft texture."
dry-pastel-beans-(सूखे-पेस्टल-बीन्स),Dry Pastel Beans (सूखे पेस्टल बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '338.0', 'protein': '22.0', 'carbs': '60.0', 'fats': '1.0'}","{'rasa': 'Astringent', 'virya': 'Heating', 'guna': 'Heavy', 'vipaka': 'Pungent', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Rich in minerals.,"Dry Pastel Beans (सूखे पेस्टल बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 338.0
- Protein: 22.0
- Carbohydrates: 60.0
- Fats: 1.0

Ayurvedic Properties:
- Rasa (Taste): Astringent
- Virya (Potency): Heating
- Guna (Quality): Heavy
- Vipaka (Post-digestive Effect): Pungent
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Rich in minerals."
boiled-pastel-beans-(उबले-पेस्टल-बीन्स),Boiled Pastel Beans (उबले पेस्टल बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '135.0', 'protein': '8.0', 'carbs': '21.0', 'fats': '0.3'}","{'rasa': 'Astringent', 'virya': 'Heating', 'guna': 'Light', 'vipaka': 'Pungent', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Smooth consistency.,"Boiled Pastel Beans (उबले पेस्टल बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 135.0
- Protein: 8.0
- Carbohydrates: 21.0
- Fats: 0.3

Ayurvedic Properties:
- Rasa (Taste): Astringent
- Virya (Potency): Heating
- Guna (Quality): Light
- Vipaka (Post-digestive Effect): Pungent
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Smooth consistency."
dry-marrow-beans-(सूखे-मैरो-बीन्स),Dry Marrow Beans (सूखे मैरो बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '340.0', 'protein': '22.2', 'carbs': '60.8', 'fats': '1.1'}","{'rasa': 'Astringent', 'virya': 'Cooling', 'guna': 'Heavy', 'vipaka': 'Sweet', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",Mild flavor.,"Dry Marrow Beans (सूखे मैरो बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 340.0
- Protein: 22.2
- Carbohydrates: 60.8
- Fats: 1.1

Ayurvedic Properties:
- Rasa (Taste): Astringent
- Virya (Potency): Cooling
- Guna (Quality): Heavy
- Vipaka (Post-digestive Effect): Sweet
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: Mild flavor."
boiled-marrow-beans-(उबले-मैरो-बीन्स),Boiled Marrow Beans (उबले मैरो बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '136.0', 'protein': '7.9', 'carbs': '22.5', 'fats': '0.3'}","{'rasa': 'Astringent', 'virya': 'Cooling', 'guna': 'Light', 'vipaka': 'Sweet', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↑'}","Soft, easy digestion.","Boiled Marrow Beans (उबले मैरो बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 136.0
- Protein: 7.9
- Carbohydrates: 22.5
- Fats: 0.3

Ayurvedic Properties:
- Rasa (Taste): Astringent
- Virya (Potency): Cooling
- Guna (Quality): Light
- Vipaka (Post-digestive Effect): Sweet
- Dosha Effects: Vata↓ Pitta↓ Kapha↑

Notes: Soft, easy digestion."
dry-yellow-lentils-(सूखी-पीली-दाल),Dry Yellow Lentils (सूखी पीली दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '332.0', 'protein': '24.0', 'carbs': '62.0', 'fats': '1.2'}","{'rasa': 'Sweet Astringent (मधुर कषाय)', 'virya': 'Cooling', 'guna': 'Light', 'vipaka': 'Sweet', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Very versatile.,"Dry Yellow Lentils (सूखी पीली दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 332.0
- Protein: 24.0
- Carbohydrates: 62.0
- Fats: 1.2

Ayurvedic Properties:
- Rasa (Taste): Sweet Astringent (मधुर कषाय)
- Virya (Potency): Cooling
- Guna (Quality): Light
- Vipaka (Post-digestive Effect): Sweet
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Very versatile."
boiled-yellow-lentils-(उबली-पीली-दाल),Boiled Yellow Lentils (उबली पीली दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '120.0', 'protein': '9.0', 'carbs': '20.0', 'fats': '0.4'}","{'rasa': 'Sweet', 'virya': 'Cooling', 'guna': 'Light', 'vipaka': 'Sweet', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Easy on stomach.,"Boiled Yellow Lentils (उबली पीली दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 120.0
- Protein: 9.0
- Carbohydrates: 20.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Sweet
- Virya (Potency): Cooling
- Guna (Quality): Light
- Vipaka (Post-digestive Effect): Sweet
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Easy on stomach."
dry-rainbow-beans-(सूखे-रेनबो-बीन्स),Dry Rainbow Beans (सूखे रेनबो बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '343.0', 'protein': '21.0', 'carbs': '62.0', 'fats': '1.2'}","{'rasa': 'Astringent', 'virya': 'Heating', 'guna': 'Heavy', 'vipaka': 'Pungent', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Colorful appearance.,"Dry Rainbow Beans (सूखे रेनबो बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 343.0
- Protein: 21.0
- Carbohydrates: 62.0
- Fats: 1.2

Ayurvedic Properties:
- Rasa (Taste): Astringent
- Virya (Potency): Heating
- Guna (Quality): Heavy
- Vipaka (Post-digestive Effect): Pungent
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Colorful appearance."
boiled-rainbow-beans-(उबले-रेनबो-बीन्स),Boiled Rainbow Beans (उबले रेनबो बीन्स),"Cereals,Pulses,Lentils & Legumes","{'calories': '136.0', 'protein': '8.0', 'carbs': '23.0', 'fats': '0.4'}","{'rasa': 'Astringent', 'virya': 'Heating', 'guna': 'Light', 'vipaka': 'Pungent', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Good in salads.,"Boiled Rainbow Beans (उबले रेनबो बीन्स) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 136.0
- Protein: 8.0
- Carbohydrates: 23.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent
- Virya (Potency): Heating
- Guna (Quality): Light
- Vipaka (Post-digestive Effect): Pungent
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Good in salads."
dry-cranberry-lentils-(सूखी-क्रैनबेरी-दाल),Dry Cranberry Lentils (सूखी क्रैनबेरी दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '330.0', 'protein': '25.0', 'carbs': '59.0', 'fats': '1.1'}","{'rasa': 'Astringent', 'virya': 'Heating', 'guna': 'Light', 'vipaka': 'Pungent', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Good plant protein.,"Dry Cranberry Lentils (सूखी क्रैनबेरी दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 330.0
- Protein: 25.0
- Carbohydrates: 59.0
- Fats: 1.1

Ayurvedic Properties:
- Rasa (Taste): Astringent
- Virya (Potency): Heating
- Guna (Quality): Light
- Vipaka (Post-digestive Effect): Pungent
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Good plant protein."
boiled-cranberry-lentils-(उबली-क्रैनबेरी-दाल),Boiled Cranberry Lentils (उबली क्रैनबेरी दाल),"Cereals,Pulses,Lentils & Legumes","{'calories': '115.0', 'protein': '8.0', 'carbs': '19.0', 'fats': '0.4'}","{'rasa': 'Astringent', 'virya': 'Heating', 'guna': 'Light', 'vipaka': 'Pungent', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Very easily digestible.,"Boiled Cranberry Lentils (उबली क्रैनबेरी दाल) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 115.0
- Protein: 8.0
- Carbohydrates: 19.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent
- Virya (Potency): Heating
- Guna (Quality): Light
- Vipaka (Post-digestive Effect): Pungent
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Very easily digestible."
dry-pat-kidney-beans-(सूखे-पैट-राजमा),Dry Pat Kidney Beans (सूखे पैट राजमा),"Cereals,Pulses,Lentils & Legumes","{'calories': '338.0', 'protein': '22.0', 'carbs': '61.0', 'fats': '1.1'}","{'rasa': 'Astringent', 'virya': 'Heating', 'guna': 'Heavy', 'vipaka': 'Pungent', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Good protein density.,"Dry Pat Kidney Beans (सूखे पैट राजमा) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 338.0
- Protein: 22.0
- Carbohydrates: 61.0
- Fats: 1.1

Ayurvedic Properties:
- Rasa (Taste): Astringent
- Virya (Potency): Heating
- Guna (Quality): Heavy
- Vipaka (Post-digestive Effect): Pungent
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Good protein density."
boiled-pat-kidney-beans-(उबले-पैट-राजमा),Boiled Pat Kidney Beans (उबले पैट राजमा),"Cereals,Pulses,Lentils & Legumes","{'calories': '134.0', 'protein': '8.0', 'carbs': '22.0', 'fats': '0.4'}","{'rasa': 'Astringent', 'virya': 'Heating', 'guna': 'Light', 'vipaka': 'Pungent', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↓'}",Better digestibility.,"Boiled Pat Kidney Beans (उबले पैट राजमा) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 134.0
- Protein: 8.0
- Carbohydrates: 22.0
- Fats: 0.4

Ayurvedic Properties:
- Rasa (Taste): Astringent
- Virya (Potency): Heating
- Guna (Quality): Light
- Vipaka (Post-digestive Effect): Pungent
- Dosha Effects: Vata↓ Pitta↓ Kapha↓

Notes: Better digestibility."
dry-pinto-peas-(सूखे-पिंटो-मटर),Dry Pinto Peas (सूखे पिंटो मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '346.0', 'protein': '22.0', 'carbs': '63.0', 'fats': '1.0'}","{'rasa': 'Astringent', 'virya': 'Cooling', 'guna': 'Heavy', 'vipaka': 'Sweet', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↑'}",High in minerals.,"Dry Pinto Peas (सूखे पिंटो मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 346.0
- Protein: 22.0
- Carbohydrates: 63.0
- Fats: 1.0

Ayurvedic Properties:
- Rasa (Taste): Astringent
- Virya (Potency): Cooling
- Guna (Quality): Heavy
- Vipaka (Post-digestive Effect): Sweet
- Dosha Effects: Vata↑ Pitta↓ Kapha↑

Notes: High in minerals."
boiled-pinto-peas-(उबले-पिंटो-मटर),Boiled Pinto Peas (उबले पिंटो मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '132.0', 'protein': '7.5', 'carbs': '22.0', 'fats': '0.3'}","{'rasa': 'Astringent', 'virya': 'Cooling', 'guna': 'Light', 'vipaka': 'Sweet', 'dosha_effects': 'Vata↓ Pitta↓ Kapha↑'}",Soft and mild.,"Boiled Pinto Peas (उबले पिंटो मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 132.0
- Protein: 7.5
- Carbohydrates: 22.0
- Fats: 0.3

Ayurvedic Properties:
- Rasa (Taste): Astringent
- Virya (Potency): Cooling
- Guna (Quality): Light
- Vipaka (Post-digestive Effect): Sweet
- Dosha Effects: Vata↓ Pitta↓ Kapha↑

Notes: Soft and mild."
dry-garden-peas-(सूखे-गार्डन-मटर),Dry Garden Peas (सूखे गार्डन मटर),"Cereals,Pulses,Lentils & Legumes","{'calories': '346.0', 'protein': '23.0', 'carbs': '62.0', 'fats': '1.2'}","{'rasa': 'Astringent', 'virya': 'Cooling', 'guna': 'Light', 'vipaka': 'Sweet', 'dosha_effects': 'Vata↑ Pitta↓ Kapha↓'}",Great for soups.,"Dry Garden Peas (सूखे गार्डन मटर) (Cereals,Pulses,Lentils & Legumes)
                
Nutritional Information (per 100g):
- Calories: 346.0
- Protein: 23.0
- Carbohydrates: 62.0
- Fats: 1.2

Ayurvedic Properties:
- Rasa (Taste): Astringent
- Virya (Potency): Cooling
- Guna (Quality): Light
- Vipaka (Post-digestive Effect): Sweet
- Dosha Effects: Vata↑ Pitta↓ Kapha↓

Notes: Great for soups."
